['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.8695692109855792, 0.9897873401641846]
['BV', 16, 'CV', 104, 'libvlc.so', 'mkfifo', 'V3', 'V3', 0.7687665032063372, 0.36014413833618164]
['BV', 24, 'CV', 344, 'git', 'tac', 'V0', 'V1', 0.9346300594999867, 4.203997373580933]
['CV', 155, 'BV', 58, 'cat', 'ruby', 'V3', 'V3', 0.7634961439588689, 0.010282516479492188]
['CV', 270, 'BV', 21, 'users', 'cp', 'V1', 'V1', 0.4300254452926209, 0.03840827941894531]
['BV', 46, 'UV', 62, 'cluster', 'ar', 'V3', 'V1', 0.6109258602341255, 2.147223472595215]
['CV', 47, 'BV', 51, 'od', 'cp', 'V2', 'V0', 0.14486921529175056, 0.05046534538269043]
['BV', 83, 'CV', 279, 'git', 'pwd', 'V2', 'V1', 0.981847598753009, 7.223599433898926]
['CV', 153, 'BV', 74, 'link', 'git', 'V3', 'V1', 0.9722137761665303, 5.792178630828857]
['CV', 40, 'UV', 84, 'ls', 'ar', 'V2', 'V0', 0.745238286586836, 1.615344762802124]
['CV', 254, 'UV', 75, 'uniq', 'readelf', 'V0', 'V0', 0.6804733727810651, 0.0956113338470459]
['BV', 22, 'CV', 191, 'cmp', 'mkfifo', 'V3', 'V0', 0.3327464788732395, 0.022901296615600586]
['CV', 246, 'BV', 10, 'id', 'gvmap', 'V0', 'V2', 0.7341659232827832, 0.1340029239654541]
['BV', 11, 'CV', 126, 'bash', 'whoami', 'V1', 'V3', 0.9452452265069262, 2.47463059425354]
['CV', 271, 'BV', 41, 'ptx', 'libvlccore.so', 'V1', 'V1', 0.8662394045896217, 3.916207790374756]
['UV', 55, 'CV', 190, 'ranlib', 'dd', 'V1', 'V0', 0.8715792944279591, 1.1306602954864502]
['CV', 33, 'BV', 53, 'sync', 'ssh', 'V2', 'V2', 0.9696361690743713, 4.513864994049072]
['BV', 26, 'CV', 220, 'geany', 'cut', 'V2', 'V0', 0.9814738266130547, 23.604281663894653]
['CV', 108, 'UV', 32, 'chgrp', 'addr2line', 'V3', 'V3', 0.7936780621886274, 1.3385663032531738]
['BV', 64, 'CV', 16, 'openssl', 'dd', 'V2', 'V2', 0.8916184971098265, 5.369500398635864]
['CV', 202, 'UV', 69, 'chown', 'sdiff', 'V0', 'V0', 0.14699331848552344, 0.04456615447998047]
['CV', 61, 'UV', 23, 'ginstall', 'strip', 'V2', 'V3', 0.7690859652792302, 2.0211944580078125]
['UV', 43, 'CV', 191, 'sdiff', 'mkfifo', 'V3', 'V0', 0.4540229885057472, 0.029934406280517578]
['UV', 36, 'CV', 294, 'objdump', 'sync', 'V3', 'V1', 0.9583136513934813, 1.8772950172424316]
['UV', 76, 'CV', 246, 'as', 'id', 'V0', 'V0', 0.9453625221050064, 1.657766342163086]
['CV', 25, 'UV', 4, 'expand', 'cmp', 'V2', 'V2', 0.21406250000000004, 0.025479555130004883]
['CV', 178, 'BV', 28, 'basename', 'openssl', 'V0', 'V1', 0.9841372684823164, 7.8241798877716064]
['BV', 35, 'UV', 77, 'libvlccore.so', 'ranlib', 'V2', 'V0', 0.31585212830989995, 8.104997396469116]
['BV', 56, 'CV', 218, 'ssh', 'true', 'V3', 'V0', 0.9572626814006124, 1.3826720714569092]
['CV', 95, 'UV', 62, 'du', 'ar', 'V3', 'V1', 0.7202362920327173, 1.742936134338379]
['CV', 29, 'BV', 54, 'tail', 'lua', 'V2', 'V3', 0.7453439756746484, 0.555696964263916]
['CV', 205, 'BV', 65, 'sha1sum', 'ssh', 'V0', 'V1', 0.9663938824792058, 4.588200092315674]
['BV', 57, 'CV', 284, 'svn', 'wc', 'V2', 'V1', 0.8122584207620099, 0.40523290634155273]
['BV', 77, 'CV', 236, 'perl', 'unexpand', 'V2', 'V0', 0.9732253640697447, 2.4851183891296387]
['BV', 23, 'CV', 262, 'diff', 'stat', 'V3', 'V1', 0.6316359696641387, 0.0884706974029541]
['CV', 83, 'BV', 15, 'tac', 'libvlccore.so', 'V2', 'V3', 0.876321011583368, 5.047895908355713]
['CV', 94, 'UV', 45, 'dir', 'cmp', 'V3', 'V1', 0.478502080443828, 0.1032562255859375]
['CV', 329, 'BV', 4, 'cat', 'geany', 'V1', 'V3', 0.9854162305491592, 30.913721561431885]
['UV', 67, 'CV', 265, 'cmp', 'basename', 'V0', 'V1', 0.3251318101933216, 0.022104501724243164]
['BV', 60, 'CV', 128, 'codeblocks', 'nice', 'V1', 'V3', 0.9674190172029736, 11.264992952346802]
['CV', 176, 'BV', 76, 'unlink', 'diff', 'V0', 'V2', 0.7292474786656322, 0.08263349533081055]
['CV', 229, 'UV', 27, 'nohup', 'c++filt', 'V0', 'V3', 0.9185840707964602, 1.0979735851287842]
['UV', 56, 'CV', 148, 'c++filt', 'ginstall', 'V1', 'V3', 0.6468485272402269, 1.377946138381958]
['CV', 129, 'BV', 3, 'dircolors', 'diff', 'V3', 'V1', 0.44650283553875236, 0.08405208587646484]
['CV', 20, 'UV', 85, 'tee', 'elfedit', 'V2', 'V0', 0.17753922378199838, 0.025253772735595703]
['UV', 3, 'CV', 282, 'diff3', 'chgrp', 'V2', 'V1', 0.12541993281075026, 0.044342994689941406]
['UV', 62, 'CV', 135, 'ar', 'df', 'V1', 'V3', 0.772106454382268, 1.3123083114624023]
['BV', 70, 'CV', 242, 'ssh', 'cat', 'V0', 'V0', 0.9717527848145192, 3.7154030799865723]
['CV', 332, 'BV', 31, '[', 'codeblocks', 'V1', 'V0', 0.9721691979970676, 12.381457567214966]
['UV', 22, 'CV', 301, 'nm', 'ls', 'V3', 'V1', 0.7781114447781114, 1.2620062828063965]
['UV', 67, 'CV', 115, 'cmp', 'chown', 'V0', 'V3', 0.2511323603422244, 0.05010414123535156]
['BV', 32, 'CV', 143, 'perl', 'yes', 'V0', 'V3', 0.9508436963530544, 2.2086594104766846]
['CV', 30, 'BV', 68, 'pinky', 'dot', 'V2', 'V0', 0.5145413870246085, 0.01673746109008789]
['BV', 73, 'CV', 297, 'geany', 'chroot', 'V0', 'V1', 0.9829368482823997, 16.60842990875244]
['UV', 23, 'CV', 216, 'strip', 'dircolors', 'V3', 'V0', 0.9275296262534184, 1.258359432220459]
['UV', 19, 'CV', 132, 'elfedit', 'cp', 'V2', 'V3', 0.5089514066496164, 0.09628009796142578]
['CV', 214, 'UV', 68, 'ls', 'diff', 'V0', 'V0', 0.2101831729276622, 0.12583637237548828]
['UV', 16, 'BV', 63, 'gprof', 'ruby', 'V2', 'V0', 0.6234269755216034, 40.54441952705383]
['UV', 52, 'CV', 275, 'strip', 'dirname', 'V1', 'V1', 0.9456108214738622, 1.3369755744934082]
['BV', 26, 'CV', 153, 'geany', 'link', 'V2', 'V3', 0.9777206833824054, 24.05499267578125]
['CV', 64, 'UV', 54, 'md5sum', 'as', 'V2', 'V1', 0.9319420289855073, 2.0595240592956543]
['CV', 254, 'UV', 3, 'uniq', 'diff3', 'V0', 'V2', 0.3007175472928898, 0.03359818458557129]
['CV', 190, 'UV', 3, 'dd', 'diff3', 'V0', 'V2', 0.15575620767494358, 0.043650150299072266]
['CV', 273, 'UV', 20, 'stty', 'size', 'V1', 'V2', 0.8988583660363896, 1.1699042320251465]
['CV', 183, 'UV', 33, 'users', 'ar', 'V0', 'V3', 0.9242437375400884, 1.1981968879699707]
['CV', 182, 'BV', 24, 'du', 'git', 'V0', 'V0', 0.9431848635900735, 5.194291114807129]
['BV', 18, 'CV', 283, 'sort', 'kill', 'V3', 'V1', 0.657209483093665, 0.07835698127746582]
['UV', 19, 'CV', 102, 'elfedit', 'uptime', 'V2', 'V3', 0.18372703412073488, 0.036029815673828125]
['BV', 53, 'CV', 98, 'ssh', 'printenv', 'V2', 'V3', 0.9626791069643452, 4.127620220184326]
['BV', 8, 'UV', 50, 'cluster', 'find', 'V2', 'V1', 0.14694533762057882, 0.3753845691680908]
['UV', 59, 'CV', 184, 'ld', 'ptx', 'V1', 'V0', 0.8485523385300668, 1.820399284362793]
['BV', 44, 'UV', 6, 'make', 'sdiff', 'V0', 'V2', 0.5992886781268524, 0.2205493450164795]
['UV', 51, 'CV', 241, 'nm', 'uname', 'V1', 'V0', 0.937222123421661, 1.0148708820343018]
['CV', 268, 'BV', 80, 'dir', 'cluster', 'V1', 'V1', 0.37001711910002444, 0.20798921585083008]
['BV', 67, 'UV', 2, 'cluster', 'find', 'V0', 'V2', 0.1820499745028047, 0.3686652183532715]
['CV', 64, 'BV', 66, 'md5sum', 'lua', 'V2', 'V1', 0.8220942567055615, 0.388014554977417]
['UV', 30, 'CV', 286, 'ld', 'expand', 'V3', 'V1', 0.9492459572406274, 1.9805915355682373]
['UV', 36, 'CV', 87, 'objdump', 'touch', 'V3', 'V3', 0.8718817022237273, 2.0723023414611816]
['CV', 77, 'BV', 4, 'nl', 'geany', 'V2', 'V3', 0.9548272959928548, 35.96933031082153]
['BV', 61, 'CV', 41, 'cmp', 'nice', 'V0', 'V2', 0.21198156682027647, 0.01492619514465332]
['BV', 22, 'UV', 45, 'cmp', 'cmp', 'V3', 'V1', 0.015936254980079667, 0.0367894172668457]
['BV', 60, 'UV', 72, 'codeblocks', 'find', 'V1', 'V0', 0.8651062205826231, 13.533963918685913]
['CV', 171, 'UV', 41, 'rmdir', 'cmp', 'V3', 'V3', 0.14344543582704183, 0.03212261199951172]
['UV', 50, 'CV', 83, 'find', 'tac', 'V1', 'V2', 0.4474885844748858, 0.21201729774475098]
['CV', 130, 'BV', 48, 'chmod', 'gvmap', 'V3', 'V3', 0.45662440964454387, 0.17019867897033691]
['CV', 227, 'UV', 1, 'tty', 'xargs', 'V0', 'V2', 0.5692307692307692, 0.03913545608520508]
['UV', 7, 'CV', 45, 'nm', 'cp', 'V2', 'V2', 0.7270839987224529, 1.3400249481201172]
['BV', 41, 'UV', 12, 'libvlccore.so', 'c++filt', 'V1', 'V2', 0.2769462652038277, 6.7844603061676025]
['BV', 81, 'CV', 55, 'dot', 'nohup', 'V1', 'V2', 0.4538558786346397, 0.013186216354370117]
['BV', 6, 'CV', 103, 'libvlc.so', 'dd', 'V0', 'V3', 0.4850251256281407, 0.3177788257598877]
['BV', 29, 'CV', 183, 'perl', 'users', 'V3', 'V0', 0.9688124464744504, 2.6615424156188965]
['UV', 1, 'CV', 167, 'xargs', 'uniq', 'V2', 'V3', 0.1892890120036934, 0.05540895462036133]
['BV', 61, 'CV', 99, 'cmp', 'stty', 'V0', 'V3', 0.43086816720257237, 0.024137020111083984]
['CV', 271, 'BV', 51, 'ptx', 'cp', 'V1', 'V0', 0.11027881814398666, 0.059760332107543945]
['BV', 36, 'CV', 263, 'libvlc.so', 'unlink', 'V2', 'V1', 0.8569441684879794, 0.33350348472595215]
['CV', 7, 'UV', 73, 'dir', 'nm', 'V2', 'V0', 0.7353481382534647, 1.4982059001922607]
['UV', 33, 'BV', 66, 'ar', 'lua', 'V3', 'V1', 0.3031790556334736, 2.226747751235962]
['UV', 14, 'BV', 6, 'objcopy', 'libvlc.so', 'V2', 'V0', 0.5596274794388002, 2.2795498371124268]
['UV', 86, 'CV', 67, 'size', 'uname', 'V0', 'V2', 0.9225483062494947, 0.8976330757141113]
['BV', 52, 'CV', 206, 'libSDL2-2.0.so', 'paste', 'V2', 'V0', 0.9590618783373469, 4.459339618682861]
['BV', 2, 'UV', 28, 'cmp', 'strings', 'V1', 'V3', 0.8651826586482363, 1.2108089923858643]
['CV', 124, 'UV', 18, 'seq', 'ar', 'V3', 'V2', 0.8740327814294034, 1.335359811782837]
['UV', 68, 'CV', 65, 'diff', 'env', 'V0', 'V2', 0.6097766540244416, 0.06456637382507324]
['CV', 202, 'BV', 13, 'chown', 'cp', 'V0', 'V2', 0.3774568792619334, 0.08049249649047852]
['CV', 291, 'UV', 80, 'pinky', 'objcopy', 'V1', 'V0', 0.9180221210149642, 1.5015830993652344]
['BV', 18, 'CV', 261, 'sort', 'touch', 'V3', 'V1', 0.5494186046511628, 0.09058070182800293]
['CV', 347, 'BV', 30, 'ln', 'bash', 'V1', 'V0', 0.9403560830860535, 2.6511616706848145]
['CV', 19, 'BV', 54, 'pr', 'lua', 'V2', 'V3', 0.7759443083666366, 0.5299484729766846]
['CV', 70, 'BV', 46, 'vdir', 'cluster', 'V2', 'V3', 0.2927669345579793, 0.22947192192077637]
['CV', 92, 'BV', 36, 'mkdir', 'libvlc.so', 'V3', 'V2', 0.6819407008086253, 0.5020365715026855]
['BV', 20, 'CV', 67, 'sort', 'uname', 'V1', 'V2', 0.4046570169918188, 0.035747528076171875]
['CV', 194, 'BV', 83, 'tee', 'git', 'V0', 'V2', 0.9832954882021917, 8.019602298736572]
['UV', 67, 'CV', 184, 'cmp', 'ptx', 'V0', 'V0', 0.26480665687714144, 0.04536890983581543]
['UV', 12, 'CV', 327, 'c++filt', 'link', 'V2', 'V1', 0.9326630384650862, 0.9776318073272705]
['CV', 18, 'BV', 9, 'pwd', 'dot', 'V2', 'V2', 0.46106304079110005, 0.01372385025024414]
['CV', 93, 'BV', 57, 'fmt', 'svn', 'V3', 'V2', 0.7452612931798052, 0.5021913051605225]
['UV', 40, 'CV', 172, 'diff3', 'mknod', 'V3', 'V3', 0.21349621873182079, 0.03787708282470703]
['BV', 79, 'CV', 275, 'bash', 'dirname', 'V3', 'V1', 0.9666133287203218, 2.821011543273926]
['CV', 72, 'UV', 66, 'id', 'diff3', 'V2', 'V0', 0.2626131953428201, 0.03241729736328125]
['CV', 257, 'UV', 58, 'tac', 'objcopy', 'V0', 'V1', 0.8378810062558233, 1.820399522781372]
['UV', 54, 'BV', 23, 'as', 'diff', 'V1', 'V3', 0.7612303139203044, 2.28143048286438]
['UV', 5, 'CV', 106, 'diff', 'pr', 'V2', 'V3', 0.32286729857819907, 0.12141823768615723]
['UV', 17, 'CV', 236, 'addr2line', 'unexpand', 'V2', 'V0', 0.9256235827664399, 1.0236899852752686]
['CV', 289, 'UV', 49, 'chown', 'xargs', 'V1', 'V1', 0.07826086956521738, 0.037575483322143555]
['BV', 36, 'CV', 82, 'libvlc.so', 'sort', 'V2', 'V2', 0.5167357347784507, 0.5167484283447266]
['CV', 87, 'UV', 8, 'touch', 'strip', 'V3', 'V2', 0.838192315917029, 1.7251112461090088]
['CV', 84, 'BV', 25, 'rmdir', 'git', 'V2', 'V3', 0.9813246471226927, 11.522482633590698]
['BV', 52, 'CV', 257, 'libSDL2-2.0.so', 'tac', 'V2', 'V0', 0.8777660695468915, 4.788355588912964]
['CV', 186, 'UV', 41, 'stty', 'cmp', 'V0', 'V3', 0.1618320610687023, 0.029758214950561523]
['BV', 69, 'CV', 63, 'gvmap', 'mv', 'V0', 'V2', 0.2514231499051234, 0.18975090980529785]
['CV', 37, 'UV', 38, 'seq', 'xargs', 'V2', 'V3', 0.3750646663217796, 0.06552815437316895]
['CV', 139, 'BV', 82, 'logname', 'gvmap', 'V3', 'V1', 0.6741122565864834, 0.13770794868469238]
['CV', 170, 'BV', 27, 'tac', 'libSDL2-2.0.so', 'V3', 'V1', 0.9124175164967007, 4.749579429626465]
['CV', 38, 'UV', 71, 'split', 'xargs', 'V2', 'V0', 0.23743718592964824, 0.03580808639526367]
['UV', 67, 'CV', 157, 'cmp', 'vdir', 'V0', 'V3', 0.47901491501907734, 0.11092901229858398]
['CV', 240, 'UV', 5, 'link', 'diff', 'V0', 'V2', 0.7259001161440186, 0.08279252052307129]
['CV', 205, 'BV', 7, 'sha1sum', 'libSDL2-2.0.so', 'V0', 'V0', 0.9304118341551496, 3.7539491653442383]
['CV', 260, 'BV', 15, 'ln', 'libvlccore.so', 'V0', 'V3', 0.9454519354993062, 4.214587926864624]
['UV', 69, 'BV', 15, 'sdiff', 'libvlccore.so', 'V0', 'V3', 0.9047172904857825, 4.809738397598267]
['UV', 10, 'CV', 208, 'as', 'echo', 'V2', 'V0', 0.9594412950733446, 1.802380084991455]
['BV', 57, 'UV', 26, 'svn', 'ranlib', 'V2', 'V3', 0.3894263778790338, 3.0682802200317383]
['CV', 101, 'BV', 36, 'dirname', 'libvlc.so', 'V3', 'V2', 0.783114160472651, 0.42071032524108887]
['CV', 131, 'UV', 15, 'true', 'ld', 'V3', 'V2', 0.9330032398068342, 1.9641351699829102]
['CV', 324, 'UV', 38, 'mv', 'xargs', 'V1', 'V3', 0.1327705295471988, 0.10752034187316895]
['BV', 68, 'UV', 49, 'dot', 'xargs', 'V0', 'V1', 0.5619425173439049, 0.01794886589050293]
['UV', 17, 'BV', 67, 'addr2line', 'cluster', 'V2', 'V0', 0.6268485173549919, 1.4187653064727783]
['BV', 39, 'UV', 77, 'svn', 'ranlib', 'V1', 'V0', 0.3793891675661947, 2.8121066093444824]
['CV', 248, 'UV', 42, 'pathchk', 'diff', 'V0', 'V3', 0.7094211123723042, 0.08558440208435059]
['CV', 6, 'UV', 58, 'fmt', 'objcopy', 'V2', 'V1', 0.9217814892136396, 1.5021865367889404]
['BV', 25, 'CV', 110, 'git', 'wc', 'V3', 'V3', 0.9728786334290922, 10.332277774810791]
['BV', 3, 'CV', 316, 'diff', 'nohup', 'V1', 'V1', 0.6077441077441077, 0.06677484512329102]
['UV', 82, 'CV', 213, 'gprof', 'whoami', 'V0', 'V0', 0.9368107824260459, 0.9457151889801025]
['CV', 213, 'BV', 22, 'whoami', 'cmp', 'V0', 'V3', 0.3560538116591928, 0.02243971824645996]
['BV', 16, 'CV', 31, 'libvlc.so', 'sha1sum', 'V3', 'V2', 0.7799733992019761, 0.3683650493621826]
['UV', 12, 'CV', 236, 'c++filt', 'unexpand', 'V2', 'V0', 0.9246738930736726, 0.9641761779785156]
['CV', 164, 'UV', 5, 'nl', 'diff', 'V3', 'V2', 0.5094722598105548, 0.1069939136505127]
['BV', 63, 'CV', 10, 'ruby', 'ptx', 'V0', 'V2', 0.9343460047762596, 12.037644624710083]
['BV', 67, 'CV', 47, 'cluster', 'od', 'V0', 'V2', 0.4764776839565742, 0.1191871166229248]
['CV', 98, 'UV', 9, 'printenv', 'readelf', 'V3', 'V2', 0.7303588748787585, 0.12241148948669434]
['CV', 262, 'UV', 78, 'stat', 'c++filt', 'V1', 'V0', 0.9032992036405005, 1.0123958587646484]
['BV', 30, 'CV', 29, 'bash', 'tail', 'V0', 'V2', 0.9025312772766948, 2.385004997253418]
['CV', 10, 'UV', 40, 'ptx', 'diff3', 'V2', 'V3', 0.23784977908689253, 0.06988906860351562]
['UV', 26, 'CV', 73, 'ranlib', 'shred', 'V3', 'V2', 0.8446198587453261, 1.2032005786895752]
['UV', 71, 'CV', 53, 'xargs', 'tty', 'V0', 'V2', 0.1783088235294118, 0.020702123641967773]
['CV', 50, 'UV', 31, 'cksum', 'gprof', 'V2', 'V3', 0.9183881662841112, 1.1963169574737549]
['CV', 256, 'UV', 84, 'sort', 'ar', 'V0', 'V0', 0.8444387711684112, 1.2546582221984863]
['UV', 20, 'CV', 265, 'size', 'basename', 'V2', 'V1', 0.9298404641044234, 0.9918439388275146]
['BV', 6, 'UV', 12, 'libvlc.so', 'c++filt', 'V0', 'V2', 0.4842045615526278, 2.48093581199646]
['BV', 72, 'CV', 102, 'perl', 'uptime', 'V1', 'V3', 0.9439517325508555, 2.5755109786987305]
['UV', 9, 'CV', 22, 'readelf', 'kill', 'V2', 'V2', 0.7364831953239163, 0.11073732376098633]
['CV', 307, 'BV', 73, 'cut', 'geany', 'V1', 'V0', 0.97731364782139, 19.270549297332764]
['BV', 68, 'CV', 242, 'dot', 'cat', 'V0', 'V0', 0.3291139240506329, 0.010567665100097656]
['CV', 70, 'BV', 34, 'vdir', 'svn', 'V2', 'V0', 0.486765655261459, 0.586883544921875]
['BV', 66, 'CV', 24, 'lua', 'factor', 'V1', 'V2', 0.8343249427917621, 0.3241899013519287]
['CV', 55, 'UV', 43, 'nohup', 'sdiff', 'V2', 'V3', 0.29695431472081224, 0.03593564033508301]
['CV', 114, 'BV', 81, 'expr', 'dot', 'V3', 'V1', 0.5908675799086758, 0.018667936325073242]
['CV', 245, 'BV', 23, '[', 'diff', 'V0', 'V3', 0.6459016393442623, 0.09303069114685059]
['CV', 100, 'UV', 74, 'join', 'strip', 'V3', 'V0', 0.8626790227464195, 1.5619285106658936]
['BV', 73, 'CV', 257, 'geany', 'tac', 'V0', 'V0', 0.9460417312718735, 17.153667449951172]
['CV', 186, 'BV', 47, 'stty', 'dot', 'V0', 'V3', 0.4468629961587708, 0.014055013656616211]
['CV', 191, 'BV', 74, 'mkfifo', 'git', 'V0', 'V1', 0.9820416989869074, 5.726979970932007]
['BV', 54, 'CV', 339, 'lua', 'rm', 'V3', 'V1', 0.7942172440739776, 0.442962646484375]
['CV', 297, 'BV', 20, 'chroot', 'sort', 'V1', 'V1', 0.49193548387096775, 0.034751176834106445]
['CV', 4, 'BV', 79, 'basename', 'bash', 'V2', 'V3', 0.9580606269376507, 3.120678186416626]
['CV', 87, 'UV', 31, 'touch', 'gprof', 'V3', 'V3', 0.8173618940248027, 1.4217939376831055]
['CV', 4, 'BV', 75, 'basename', 'cmp', 'V2', 'V2', 0.23855421686746991, 0.024355649948120117]
['BV', 14, 'CV', 107, 'openssl', 'tee', 'V3', 'V3', 0.922703818369453, 6.369516134262085]
['CV', 179, 'UV', 41, 'mkdir', 'cmp', 'V0', 'V3', 0.17374517374517373, 0.029485702514648438]
['CV', 264, 'UV', 9, 'test', 'readelf', 'V1', 'V2', 0.7687344913151365, 0.11981773376464844]
['CV', 264, 'BV', 75, 'test', 'cmp', 'V1', 'V2', 0.25326797385620914, 0.025589704513549805]
['CV', 335, 'BV', 67, 'pathchk', 'cluster', 'V1', 'V0', 0.7216531261038502, 0.10178542137145996]
['BV', 62, 'CV', 296, 'diff', 'sum', 'V0', 'V1', 0.4242774566473988, 0.04436135292053223]
['BV', 32, 'CV', 337, 'perl', 'comm', 'V0', 'V1', 0.9606126914660832, 2.169414758682251]
['CV', 119, 'UV', 36, 'paste', 'objdump', 'V3', 'V3', 0.9225552141904817, 2.294693946838379]
['CV', 273, 'UV', 63, 'stty', 'elfedit', 'V1', 'V1', 0.15925626515763947, 0.026650667190551758]
['UV', 13, 'CV', 99, 'strings', 'stty', 'V2', 'V3', 0.8445686342996856, 1.0579004287719727]
['CV', 21, 'BV', 59, 'chgrp', 'make', 'V2', 'V1', 0.6302458864854872, 0.2826085090637207]
['CV', 58, 'BV', 79, 'readlink', 'bash', 'V2', 'V3', 0.9443304258594151, 3.2766382694244385]
['UV', 30, 'CV', 327, 'ld', 'link', 'V3', 'V1', 0.95564197605882, 1.9832966327667236]
['BV', 31, 'CV', 341, 'codeblocks', 'uniq', 'V0', 'V1', 0.9694449816283117, 10.885090112686157]
['UV', 40, 'CV', 133, 'diff3', 'cut', 'V3', 'V3', 0.16064480266814896, 0.04234600067138672]
['CV', 292, 'UV', 48, 'sha1sum', 'locate', 'V1', 'V1', 0.5844377939290295, 0.07310605049133301]
['CV', 95, 'UV', 57, 'du', 'strings', 'V3', 'V1', 0.7049285086668264, 1.6124522686004639]
['BV', 38, 'CV', 125, 'ruby', 'split', 'V2', 'V3', 0.8449873631002527, 0.01952981948852539]
['CV', 156, 'BV', 83, 'csplit', 'git', 'V3', 'V2', 0.960456719039719, 9.167911767959595]
['UV', 69, 'CV', 79, 'sdiff', 'fold', 'V0', 'V2', 0.3209003215434083, 0.03410172462463379]
['CV', 286, 'BV', 52, 'expand', 'libSDL2-2.0.so', 'V1', 'V2', 0.9561944589649765, 4.920623064041138]
['UV', 76, 'CV', 300, 'as', 'whoami', 'V0', 'V1', 0.9544201433560008, 1.6430249214172363]
['CV', 255, 'UV', 47, 'sleep', 'sdiff', 'V0', 'V1', 0.44738725841088045, 0.030487060546875]
['CV', 15, 'UV', 10, 'uptime', 'as', 'V2', 'V2', 0.9257897759908099, 2.1783413887023926]
['CV', 24, 'UV', 24, 'factor', 'readelf', 'V2', 'V3', 0.826904686005738, 0.27885007858276367]
['CV', 231, 'UV', 8, 'who', 'strip', 'V0', 'V2', 0.9164684898929846, 1.469087839126587]
['BV', 16, 'CV', 45, 'libvlc.so', 'cp', 'V3', 'V2', 0.4810067219008911, 0.5401325225830078]
['UV', 81, 'BV', 72, 'ld', 'perl', 'V0', 'V1', 0.330175486082916, 8.990426778793335]
['CV', 59, 'UV', 76, 'head', 'as', 'V2', 'V0', 0.9211128507768277, 1.9315834045410156]
['UV', 18, 'CV', 51, 'ar', 'printf', 'V2', 'V2', 0.8757495003331113, 1.1445903778076172]
['CV', 280, 'UV', 73, 'pr', 'nm', 'V1', 'V0', 0.860360764605582, 1.1641430854797363]
['UV', 46, 'CV', 147, 'diff', 'hostid', 'V1', 'V3', 0.6431690580162196, 0.09285521507263184]
['UV', 45, 'CV', 116, 'cmp', 'tail', 'V1', 'V3', 0.2401835798062213, 0.05041337013244629]
['CV', 288, 'UV', 29, 'expr', 'objcopy', 'V1', 'V3', 0.8206213675826936, 1.6874680519104004]
['UV', 44, 'CV', 42, 'diff3', 'dircolors', 'V1', 'V2', 0.28952504879635654, 0.032411813735961914]
['BV', 15, 'CV', 70, 'libvlccore.so', 'vdir', 'V3', 'V2', 0.8551636131619724, 4.367880821228027]
['BV', 73, 'CV', 235, 'geany', 'ginstall', 'V0', 'V0', 0.9461710564207075, 18.25444769859314]
['BV', 65, 'CV', 217, 'ssh', 'chmod', 'V1', 'V0', 0.9551153794851274, 4.084070205688477]
['BV', 4, 'CV', 237, 'geany', 'mv', 'V3', 'V0', 0.9554654479227518, 29.65659213066101]
['CV', 342, 'BV', 39, 'sleep', 'svn', 'V1', 'V1', 0.8406583130727511, 0.45559239387512207]
['BV', 77, 'CV', 187, 'perl', 'join', 'V2', 'V0', 0.960423019528969, 2.56886625289917]
['CV', 167, 'BV', 80, 'uniq', 'cluster', 'V3', 'V1', 0.5177539223781998, 0.14932632446289062]
['BV', 37, 'CV', 289, 'geany', 'chown', 'V1', 'V1', 0.967826747424387, 22.843459367752075]
['BV', 78, 'CV', 111, 'make', 'factor', 'V2', 'V3', 0.6311773255813954, 0.24151611328125]
['BV', 12, 'CV', 322, 'sort', 'ginstall', 'V2', 'V1', 0.12312521799790721, 0.10181832313537598]
['CV', 30, 'UV', 31, 'pinky', 'gprof', 'V2', 'V3', 0.8880522088353414, 1.2684364318847656]
['UV', 52, 'BV', 14, 'strip', 'openssl', 'V1', 'V3', 0.3611393692777213, 20.73720622062683]
['CV', 19, 'BV', 8, 'pr', 'cluster', 'V2', 'V2', 0.5220160620326779, 0.15250802040100098]
['BV', 14, 'CV', 14, 'openssl', 'dirname', 'V3', 'V2', 0.949359142035051, 6.234574317932129]
['BV', 45, 'CV', 332, 'svn', '[', 'V3', 'V1', 0.8573454339194555, 0.6360652446746826]
['CV', 316, 'UV', 13, 'nohup', 'strings', 'V1', 'V2', 0.915487849111353, 1.119964838027954]
['UV', 47, 'CV', 257, 'sdiff', 'tac', 'V1', 'V0', 0.1261787157611136, 0.05530381202697754]
['CV', 165, 'BV', 37, 'rm', 'geany', 'V3', 'V1', 0.9508060623612318, 29.75542664527893]
['CV', 19, 'BV', 10, 'pr', 'gvmap', 'V2', 'V2', 0.5438689217758985, 0.15761423110961914]
['UV', 11, 'CV', 342, 'ranlib', 'sleep', 'V2', 'V1', 0.9267750213857998, 1.0797724723815918]
['CV', 215, 'BV', 59, 'nice', 'make', 'V0', 'V1', 0.8381984987489575, 0.21262884140014648]
['CV', 171, 'UV', 23, 'rmdir', 'strip', 'V3', 'V3', 0.8949962658700523, 1.4763143062591553]
['CV', 239, 'BV', 38, 'env', 'ruby', 'V0', 'V2', 0.5846501128668171, 0.005224466323852539]
['CV', 81, 'UV', 53, 'sleep', 'readelf', 'V2', 'V1', 0.7004530011325029, 0.09921598434448242]
