['CV', 182, 'UV', 39, 'du', 'find', 'V0', 'V3', 0.9728395061728395, 1.6814804077148438]
['CV', 260, 'BV', 82, 'ln', 'gvmap', 'V0', 'V1', 0.9520112914608327, 0.25974059104919434]
['CV', 278, 'BV', 34, 'mkfifo', 'svn', 'V1', 'V0', 0.9826883910386965, 0.32111024856567383]
['CV', 308, 'BV', 70, 'od', 'ssh', 'V1', 'V0', 0.986540417873073, 2.5975756645202637]
['CV', 278, 'UV', 30, 'mkfifo', 'ld', 'V1', 'V3', 0.9848159289500071, 0.9358251094818115]
['CV', 33, 'UV', 52, 'sync', 'strip', 'V2', 'V1', 0.9835877236172658, 0.9486844539642334]
['UV', 75, 'CV', 128, 'readelf', 'nice', 'V0', 'V3', 0.9875604699378023, 0.2551279067993164]
['UV', 26, 'CV', 248, 'ranlib', 'pathchk', 'V3', 'V0', 0.9975083056478405, 0.5963616371154785]
['CV', 303, 'UV', 47, 'dircolors', 'sdiff', 'V1', 'V1', 0.8752166377816291, 0.06885552406311035]
['CV', 117, 'UV', 79, 'pinky', 'strings', 'V3', 'V0', 0.9699149771092217, 1.216780662536621]
['CV', 70, 'UV', 68, 'vdir', 'diff', 'V2', 'V0', 0.9235127478753541, 0.38901209831237793]
['UV', 63, 'BV', 1, 'elfedit', 'libSDL2-2.0.so', 'V1', 'V3', 0.9826713176550017, 2.22713303565979]
['UV', 39, 'CV', 119, 'find', 'paste', 'V3', 'V3', 0.9886214442013129, 0.46221041679382324]
['BV', 81, 'CV', 286, 'dot', 'expand', 'V1', 'V1', 0.9911504424778761, 0.020933151245117188]
['UV', 34, 'CV', 206, 'elfedit', 'paste', 'V3', 'V0', 0.9765258215962441, 0.05083346366882324]
['CV', 190, 'BV', 72, 'dd', 'perl', 'V0', 'V1', 0.9890518940223342, 2.9216437339782715]
['BV', 35, 'CV', 222, 'libvlccore.so', 'df', 'V2', 'V0', 0.9995418098510882, 2.1385116577148438]
['BV', 64, 'CV', 212, 'openssl', 'split', 'V2', 'V0', 0.9982164090368609, 1.4143197536468506]
['UV', 77, 'CV', 116, 'ranlib', 'tail', 'V0', 'V3', 0.9928966061562746, 1.7515037059783936]
['BV', 82, 'UV', 45, 'gvmap', 'cmp', 'V1', 'V1', 0.9811827956989247, 0.3364131450653076]
['UV', 23, 'BV', 2, 'strip', 'cmp', 'V3', 'V1', 0.9954233409610984, 1.2305691242218018]
['CV', 214, 'UV', 18, 'ls', 'ar', 'V0', 'V2', 0.966140384249572, 2.142446517944336]
['CV', 168, 'BV', 54, 'sleep', 'lua', 'V3', 'V3', 0.968464206874803, 0.6124837398529053]
['UV', 22, 'CV', 245, 'nm', '[', 'V3', 'V0', 0.9952708512467756, 0.7103285789489746]
['BV', 7, 'CV', 317, 'libSDL2-2.0.so', 'yes', 'V0', 'V1', 0.9970935513169845, 0.6962940692901611]
['CV', 333, 'UV', 36, 'id', 'objdump', 'V1', 'V3', 0.985150556854118, 1.1699624061584473]
['BV', 39, 'CV', 13, 'svn', 'join', 'V1', 'V2', 0.9902395740905058, 0.588383674621582]
['CV', 252, 'UV', 54, 'rm', 'as', 'V0', 'V1', 0.9813109064210386, 1.8678452968597412]
['CV', 81, 'BV', 19, 'sleep', 'cp', 'V2', 'V3', 0.8826923076923077, 0.14744782447814941]
['CV', 258, 'BV', 28, 'rmdir', 'openssl', 'V0', 'V1', 0.9937012597480503, 2.0249764919281006]
['BV', 8, 'CV', 255, 'cluster', 'sleep', 'V2', 'V0', 0.9857482185273159, 0.16922664642333984]
['BV', 17, 'CV', 64, 'codeblocks', 'md5sum', 'V2', 'V2', 0.9989879182744007, 3.1277401447296143]
['UV', 59, 'CV', 260, 'ld', 'ln', 'V1', 'V0', 0.996854446668573, 1.2134592533111572]
['UV', 51, 'BV', 19, 'nm', 'cp', 'V1', 'V3', 0.9893323524002207, 3.1448705196380615]
['BV', 5, 'CV', 309, 'libvlccore.so', 'df', 'V0', 'V1', 0.9989512323020451, 1.8157167434692383]
['BV', 2, 'CV', 73, 'cmp', 'shred', 'V1', 'V2', 0.9069767441860466, 0.09280228614807129]
['CV', 80, 'BV', 51, 'uniq', 'cp', 'V2', 'V0', 0.9340028694404591, 0.10368871688842773]
['CV', 71, 'UV', 24, '[', 'readelf', 'V2', 'V3', 0.9675755342667649, 0.5094184875488281]
['UV', 71, 'CV', 296, 'xargs', 'sum', 'V0', 'V1', 0.9315403422982885, 0.041162967681884766]
['CV', 67, 'UV', 60, 'uname', 'gprof', 'V2', 'V1', 0.9816010961049129, 0.8522841930389404]
['UV', 23, 'CV', 144, 'strip', 'who', 'V3', 'V3', 0.9951091703056768, 1.4167048931121826]
['UV', 55, 'CV', 118, 'ranlib', 'sha1sum', 'V1', 'V3', 0.9956820412168793, 1.161783218383789]
['BV', 38, 'CV', 124, 'ruby', 'seq', 'V2', 'V3', 0.9938271604938271, 0.015972614288330078]
['UV', 65, 'CV', 32, 'objdump', 'paste', 'V1', 'V2', 0.9975968759387204, 1.0396013259887695]
['UV', 72, 'CV', 10, 'find', 'ptx', 'V0', 'V2', 0.9637804187889077, 0.5514581203460693]
['CV', 265, 'UV', 60, 'basename', 'gprof', 'V1', 'V1', 0.9826327215314782, 0.6827924251556396]
['CV', 138, 'UV', 84, 'printf', 'ar', 'V3', 'V0', 0.972233564720294, 1.2640492916107178]
['UV', 28, 'BV', 42, 'strings', 'libvlc.so', 'V3', 'V1', 0.99000999000999, 5.306053638458252]
['CV', 335, 'BV', 22, 'pathchk', 'cmp', 'V1', 'V3', 0.8700696055684455, 0.04286479949951172]
['CV', 90, 'BV', 57, 'test', 'svn', 'V3', 'V2', 0.9750778816199377, 0.6212220191955566]
['CV', 73, 'UV', 66, 'shred', 'diff3', 'V2', 'V0', 0.921832884097035, 0.11512637138366699]
['CV', 233, 'UV', 62, 'head', 'ar', 'V0', 'V1', 0.9788423153692615, 0.9359192848205566]
['CV', 224, 'UV', 45, 'cksum', 'cmp', 'V0', 'V1', 0.8574821852731591, 0.04061579704284668]
['BV', 69, 'CV', 58, 'gvmap', 'readlink', 'V0', 'V2', 0.972498090145149, 0.2528414726257324]
['CV', 311, 'UV', 31, 'cksum', 'gprof', 'V1', 'V3', 0.9828920570264765, 0.6945526599884033]
['CV', 148, 'BV', 77, 'ginstall', 'perl', 'V3', 'V2', 0.9802438858232849, 10.389329195022583]
['UV', 69, 'CV', 155, 'sdiff', 'cat', 'V0', 'V3', 0.948948948948949, 0.0930628776550293]
['UV', 7, 'CV', 5, 'nm', 'mkdir', 'V2', 'V2', 0.9921600990303281, 1.1411795616149902]
['CV', 174, 'BV', 53, 'touch', 'ssh', 'V0', 'V2', 0.9857489387507581, 2.5666146278381348]
['UV', 56, 'BV', 48, 'c++filt', 'gvmap', 'V1', 'V3', 0.9819978821037769, 3.9446473121643066]
['UV', 36, 'CV', 279, 'objdump', 'pwd', 'V3', 'V1', 0.9980756013745704, 1.047116756439209]
['UV', 66, 'CV', 214, 'diff3', 'ls', 'V0', 'V0', 0.8853932584269663, 0.17013311386108398]
['CV', 126, 'UV', 55, 'whoami', 'ranlib', 'V3', 'V1', 0.9785288270377733, 1.002638578414917]
['BV', 23, 'CV', 24, 'diff', 'factor', 'V3', 'V2', 0.9770318021201413, 0.15422511100769043]
['CV', 110, 'UV', 47, 'wc', 'sdiff', 'V3', 'V1', 0.9237057220708447, 0.12041234970092773]
['CV', 42, 'BV', 48, 'dircolors', 'gvmap', 'V2', 'V3', 0.9575371549893843, 0.24875998497009277]
['CV', 98, 'UV', 57, 'printenv', 'strings', 'V3', 'V1', 0.9766998517263291, 0.909217357635498]
['CV', 33, 'UV', 70, 'sync', 'locate', 'V2', 'V0', 0.8952618453865336, 0.10320615768432617]
['CV', 137, 'BV', 53, 'cksum', 'ssh', 'V3', 'V2', 0.9851683692773363, 2.5906643867492676]
['CV', 103, 'BV', 19, 'dd', 'cp', 'V3', 'V3', 0.9042784626540972, 0.35434985160827637]
['CV', 267, 'UV', 4, 'fmt', 'cmp', 'V1', 'V2', 0.9026548672566371, 0.048681020736694336]
['CV', 255, 'UV', 27, 'sleep', 'c++filt', 'V0', 'V3', 0.9798477384684281, 0.6325027942657471]
['UV', 83, 'BV', 17, 'addr2line', 'codeblocks', 'V0', 'V2', 0.9787769060551197, 60.002824544906616]
['CV', 265, 'BV', 80, 'basename', 'cluster', 'V1', 'V1', 0.9588281868566905, 0.1668078899383545]
['BV', 74, 'UV', 81, 'git', 'ld', 'V1', 'V0', 0.9918399372302864, 85.37766623497009]
['CV', 254, 'BV', 50, 'uniq', 'sort', 'V0', 'V0', 0.872113676731794, 0.06685328483581543]
['UV', 75, 'CV', 105, 'readelf', 'pwd', 'V0', 'V3', 0.9852249832102082, 0.29500317573547363]
['UV', 33, 'CV', 346, 'ar', 'mknod', 'V3', 'V1', 0.9962725201905156, 0.6524612903594971]
['BV', 64, 'CV', 322, 'openssl', 'ginstall', 'V2', 'V1', 0.9934528892684316, 3.4202072620391846]
['CV', 36, 'UV', 52, 'chroot', 'strip', 'V2', 'V1', 0.9785679493424257, 1.3037285804748535]
['BV', 59, 'UV', 6, 'make', 'sdiff', 'V1', 'V2', 0.9884853852967228, 0.6249701976776123]
['UV', 15, 'CV', 30, 'ld', 'pinky', 'V2', 'V2', 0.9977275955120012, 1.4670486450195312]
['CV', 115, 'BV', 50, 'chown', 'sort', 'V3', 'V0', 0.9324009324009324, 0.15088820457458496]
['UV', 42, 'CV', 73, 'diff', 'shred', 'V3', 'V2', 0.9687743950039032, 0.26818084716796875]
['CV', 207, 'BV', 21, 'sync', 'cp', 'V0', 'V1', 0.8794326241134752, 0.05649447441101074]
['BV', 64, 'CV', 17, 'openssl', 'mkfifo', 'V2', 'V2', 0.9976208178438661, 1.3511381149291992]
['UV', 38, 'CV', 343, 'xargs', 'sort', 'V3', 'V1', 0.9720430107526882, 0.2260289192199707]
['UV', 41, 'CV', 57, 'cmp', 'who', 'V3', 'V2', 0.9055944055944056, 0.0757148265838623]
['CV', 224, 'UV', 78, 'cksum', 'c++filt', 'V0', 'V0', 0.9830779785044592, 0.5918552875518799]
['CV', 194, 'BV', 28, 'tee', 'openssl', 'V0', 'V1', 0.9918122815776336, 2.442918539047241]
['BV', 57, 'UV', 32, 'svn', 'addr2line', 'V2', 'V3', 0.9577220381763685, 7.460126161575317]
['CV', 308, 'UV', 53, 'od', 'readelf', 'V1', 'V1', 0.9790438768827767, 0.28982067108154297]
['CV', 292, 'BV', 56, 'sha1sum', 'ssh', 'V1', 'V3', 0.9855717574827322, 1.0501585006713867]
['CV', 327, 'UV', 87, 'link', 'objdump', 'V1', 'V0', 0.9865414710485133, 0.869194507598877]
['BV', 22, 'CV', 249, 'cmp', 'tr', 'V3', 'V0', 0.9357429718875502, 0.05396151542663574]
['UV', 14, 'CV', 107, 'objcopy', 'tee', 'V2', 'V3', 0.9948168624740843, 1.3217732906341553]
['CV', 77, 'BV', 31, 'nl', 'codeblocks', 'V2', 'V0', 0.990197342964014, 8.0910165309906]
['UV', 81, 'CV', 150, 'ld', 'mv', 'V0', 'V3', 0.9904593157966471, 4.621180057525635]
['BV', 11, 'CV', 338, 'bash', 'nl', 'V1', 'V1', 0.9949669707455174, 3.207106351852417]
['CV', 317, 'UV', 72, 'yes', 'find', 'V1', 'V0', 0.9415204678362573, 0.14221739768981934]
['UV', 76, 'CV', 244, 'as', 'vdir', 'V0', 'V0', 0.9943158749492489, 2.7805843353271484]
['CV', 215, 'UV', 50, 'nice', 'find', 'V0', 'V1', 0.9428571428571428, 0.1956925392150879]
['CV', 233, 'UV', 74, 'head', 'strip', 'V0', 'V0', 0.9847328244274809, 1.0901875495910645]
['CV', 153, 'UV', 32, 'link', 'addr2line', 'V3', 'V3', 0.9761646803900325, 0.9355754852294922]
['CV', 57, 'BV', 51, 'who', 'cp', 'V2', 'V0', 0.850415512465374, 0.10891151428222656]
['UV', 14, 'BV', 30, 'objcopy', 'bash', 'V2', 'V0', 0.975470621791215, 33.113728284835815]
['UV', 72, 'CV', 246, 'find', 'id', 'V0', 'V0', 0.9902439024390244, 0.14644455909729004]
['BV', 53, 'CV', 272, 'ssh', 'printenv', 'V2', 'V1', 0.999389079801451, 1.254997730255127]
['UV', 38, 'CV', 86, 'xargs', 'ln', 'V3', 'V2', 0.959378733572282, 0.17624497413635254]
['UV', 10, 'CV', 167, 'as', 'uniq', 'V2', 'V3', 0.997626582278481, 1.9451560974121094]
['CV', 3, 'BV', 15, 'test', 'libvlccore.so', 'V2', 'V3', 0.991973397546153, 2.0324859619140625]
['CV', 294, 'BV', 3, 'sync', 'diff', 'V1', 'V1', 0.9271523178807947, 0.09795308113098145]
['CV', 160, 'UV', 58, 'shred', 'objcopy', 'V3', 'V1', 0.972396486825596, 2.3166568279266357]
['CV', 67, 'BV', 5, 'uname', 'libvlccore.so', 'V2', 'V0', 0.9917760976256798, 1.380059003829956]
['BV', 23, 'CV', 112, 'diff', 'expand', 'V3', 'V3', 0.9665551839464883, 0.203474760055542]
['CV', 21, 'BV', 64, 'chgrp', 'openssl', 'V2', 'V2', 0.9884559884559885, 3.098597288131714]
['UV', 14, 'CV', 279, 'objcopy', 'pwd', 'V2', 'V1', 0.9978809818117605, 0.8168106079101562]
['UV', 50, 'CV', 100, 'find', 'join', 'V1', 'V3', 0.9857768052516411, 0.4187946319580078]
['UV', 47, 'CV', 117, 'sdiff', 'pinky', 'V1', 'V3', 0.948936170212766, 0.10432267189025879]
['CV', 91, 'BV', 39, 'basename', 'svn', 'V3', 'V1', 0.979871912168344, 0.5342791080474854]
['UV', 86, 'BV', 79, 'size', 'bash', 'V0', 'V3', 0.9641981038254989, 37.30032920837402]
['UV', 41, 'CV', 142, 'cmp', 'nohup', 'V3', 'V3', 0.9347826086956522, 0.08706188201904297]
['BV', 67, 'UV', 29, 'cluster', 'objcopy', 'V0', 'V3', 0.9524033192422108, 4.302413702011108]
['UV', 31, 'CV', 162, 'gprof', 'tr', 'V3', 'V3', 0.9964580873671782, 1.2302837371826172]
['BV', 59, 'CV', 80, 'make', 'uniq', 'V1', 'V2', 0.9849269901083373, 0.42115187644958496]
['CV', 26, 'UV', 81, 'date', 'ld', 'V2', 'V0', 0.9774774774774775, 1.6519131660461426]
['CV', 60, 'BV', 62, 'hostid', 'diff', 'V2', 'V0', 0.8802395209580838, 0.08397769927978516]
['CV', 40, 'BV', 79, 'ls', 'bash', 'V2', 'V3', 0.9763324813026603, 5.435486555099487]
['UV', 29, 'CV', 210, 'objcopy', 'chroot', 'V3', 'V0', 0.998190700199023, 0.6079249382019043]
['CV', 274, 'BV', 25, 'join', 'git', 'V1', 'V3', 0.9927881344400599, 5.261157512664795]
['CV', 272, 'BV', 6, 'printenv', 'libvlc.so', 'V1', 'V0', 0.985906470211403, 0.255450963973999]
['UV', 78, 'CV', 157, 'c++filt', 'vdir', 'V0', 'V3', 0.9890131449872474, 2.839033365249634]
['CV', 308, 'UV', 50, 'od', 'find', 'V1', 'V1', 0.9355223880597014, 0.3068094253540039]
['CV', 10, 'UV', 9, 'ptx', 'readelf', 'V2', 'V2', 0.9679001337494427, 0.8193862438201904]
['CV', 319, 'UV', 45, 'readlink', 'cmp', 'V1', 'V1', 0.8918918918918919, 0.04619550704956055]
['CV', 82, 'UV', 70, 'sort', 'locate', 'V2', 'V0', 0.9420062695924765, 0.33286499977111816]
['UV', 11, 'CV', 228, 'ranlib', 'false', 'V2', 'V0', 0.9975339087546239, 0.5083401203155518]
['CV', 85, 'UV', 59, 'mknod', 'ld', 'V2', 'V1', 0.9865368089372673, 1.28413724899292]
['CV', 229, 'UV', 32, 'nohup', 'addr2line', 'V0', 'V3', 0.9793088267664539, 0.7071518898010254]
['UV', 33, 'BV', 35, 'ar', 'libvlccore.so', 'V3', 'V2', 0.9791397030833651, 32.74292612075806]
['UV', 85, 'CV', 17, 'elfedit', 'mkfifo', 'V0', 'V2', 0.9686800894854586, 0.059037208557128906]
['BV', 83, 'CV', 284, 'git', 'wc', 'V2', 'V1', 0.9993901907831693, 3.2361721992492676]
['CV', 278, 'BV', 67, 'mkfifo', 'cluster', 'V1', 'V0', 0.9506172839506173, 0.1522810459136963]
['CV', 296, 'BV', 69, 'sum', 'gvmap', 'V1', 'V0', 0.9596122778675282, 0.20745325088500977]
['CV', 22, 'UV', 18, 'kill', 'ar', 'V2', 'V2', 0.9737691686844229, 0.8801651000976562]
['CV', 313, 'UV', 79, 'logname', 'strings', 'V1', 'V0', 0.986845089589476, 0.5904130935668945]
['UV', 51, 'CV', 200, 'nm', 'date', 'V1', 'V0', 0.99669353172143, 0.983445405960083]
['CV', 72, 'BV', 37, 'id', 'geany', 'V2', 'V1', 0.9926952612848848, 5.821089744567871]
['CV', 91, 'BV', 7, 'basename', 'libSDL2-2.0.so', 'V3', 'V0', 0.9768146959158195, 1.415149211883545]
['UV', 28, 'BV', 75, 'strings', 'cmp', 'V3', 'V2', 0.9956998494947323, 1.0863139629364014]
['BV', 22, 'CV', 154, 'cmp', 'uname', 'V3', 'V3', 0.953125, 0.05790519714355469]
['BV', 10, 'UV', 82, 'gvmap', 'gprof', 'V2', 'V0', 0.9376693766937669, 4.209574937820435]
['CV', 2, 'BV', 72, 'unlink', 'perl', 'V2', 'V1', 0.9895472948104527, 1.6512043476104736]
['CV', 30, 'BV', 36, 'pinky', 'libvlc.so', 'V2', 'V2', 0.9886578449905482, 0.5512020587921143]
['CV', 217, 'UV', 5, 'chmod', 'diff', 'V0', 'V2', 0.8834618680377035, 0.19201159477233887]
['CV', 100, 'BV', 54, 'join', 'lua', 'V3', 'V3', 0.957344547912286, 0.9404916763305664]
['CV', 250, 'UV', 54, 'comm', 'as', 'V0', 'V1', 0.9826252205782544, 1.0581908226013184]
['CV', 101, 'BV', 62, 'dirname', 'diff', 'V3', 'V0', 0.8923512747875354, 0.10070061683654785]
['CV', 302, 'UV', 66, 'nice', 'diff3', 'V1', 'V0', 0.8865784499054821, 0.05605459213256836]
['UV', 46, 'CV', 170, 'diff', 'tac', 'V1', 'V3', 0.9731258840169731, 0.2612907886505127]
['BV', 59, 'CV', 324, 'make', 'mv', 'V1', 'V1', 0.9780405405405406, 0.8088431358337402]
['CV', 198, 'UV', 72, 'factor', 'find', 'V0', 'V0', 0.9311475409836065, 0.1632401943206787]
['CV', 151, 'UV', 29, 'md5sum', 'objcopy', 'V3', 'V3', 0.9743319268635724, 1.429640769958496]
['CV', 44, 'UV', 12, 'true', 'c++filt', 'V2', 'V2', 0.979435572084883, 0.6924090385437012]
['UV', 36, 'CV', 190, 'objdump', 'dd', 'V3', 'V0', 0.9983792544570502, 1.7365672588348389]
['CV', 291, 'UV', 63, 'pinky', 'elfedit', 'V1', 'V1', 0.9783549783549783, 0.07659578323364258]
['UV', 80, 'CV', 131, 'objcopy', 'true', 'V0', 'V3', 0.9966101694915255, 0.9514539241790771]
['BV', 25, 'CV', 77, 'git', 'nl', 'V3', 'V2', 0.9985859061984445, 10.836852550506592]
['UV', 79, 'CV', 193, 'strings', 'pr', 'V0', 'V0', 0.9960672929866725, 1.0449612140655518]
['CV', 123, 'BV', 54, 'chroot', 'lua', 'V3', 'V3', 0.9610630407911002, 0.7737534046173096]
['CV', 301, 'UV', 77, 'ls', 'ranlib', 'V1', 'V0', 0.9682601880877743, 2.1391208171844482]
['CV', 8, 'UV', 27, 'du', 'c++filt', 'V2', 'V3', 0.9635124298315958, 2.5083396434783936]
['CV', 131, 'BV', 62, 'true', 'diff', 'V3', 'V0', 0.8908045977011494, 0.0965108871459961]
['BV', 43, 'UV', 33, 'lua', 'ar', 'V0', 'V3', 0.9600456621004566, 8.618727922439575]
['CV', 33, 'BV', 67, 'sync', 'cluster', 'V2', 'V0', 0.9553648068669528, 0.17210960388183594]
['CV', 280, 'BV', 53, 'pr', 'ssh', 'V1', 'V2', 0.983118546989223, 3.418358325958252]
['UV', 78, 'BV', 68, 'c++filt', 'dot', 'V0', 'V0', 0.9976798143851509, 0.2938704490661621]
['BV', 76, 'UV', 36, 'diff', 'objdump', 'V2', 'V3', 0.9688084840923269, 5.451992511749268]
['CV', 257, 'UV', 44, 'tac', 'diff3', 'V0', 'V1', 0.9257592800899888, 0.15524744987487793]
['BV', 78, 'UV', 25, 'make', 'as', 'V2', 'V3', 0.9490557751427317, 10.367645502090454]
['BV', 53, 'CV', 72, 'ssh', 'id', 'V2', 'V2', 0.9989385898407884, 2.0620875358581543]
['BV', 4, 'CV', 132, 'geany', 'cp', 'V3', 'V3', 0.9983790574218908, 15.872016668319702]
['CV', 146, 'BV', 5, 'head', 'libvlccore.so', 'V3', 'V0', 0.9890596509507684, 2.2164669036865234]
['UV', 51, 'CV', 329, 'nm', 'cat', 'V1', 'V1', 0.9970532519469585, 0.6291923522949219]
['CV', 170, 'UV', 66, 'tac', 'diff3', 'V3', 'V0', 0.8880918220946915, 0.10016798973083496]
['UV', 73, 'CV', 11, 'nm', 'printenv', 'V0', 'V2', 0.9964796479647965, 0.6224651336669922]
['CV', 322, 'BV', 37, 'ginstall', 'geany', 'V1', 'V1', 0.9904744289281421, 12.778153419494629]
['CV', 195, 'UV', 35, 'chgrp', 'size', 'V0', 'V3', 0.9735099337748344, 1.2353148460388184]
['CV', 74, 'BV', 74, 'pathchk', 'git', 'V2', 'V1', 0.9928523333505982, 2.5968756675720215]
['UV', 25, 'CV', 207, 'as', 'sync', 'V3', 'V0', 0.9980923831584685, 0.8012993335723877]
['CV', 107, 'BV', 62, 'tee', 'diff', 'V3', 'V0', 0.9153846153846154, 0.12851357460021973]
['BV', 27, 'UV', 62, 'libSDL2-2.0.so', 'ar', 'V1', 'V1', 0.9829334234538696, 26.308366298675537]
['UV', 9, 'BV', 10, 'readelf', 'gvmap', 'V2', 'V2', 0.9446265938069217, 1.3356950283050537]
['UV', 46, 'CV', 136, 'diff', 'tsort', 'V1', 'V3', 0.9711191335740073, 0.2437121868133545]
['CV', 331, 'UV', 23, 'vdir', 'strip', 'V1', 'V3', 0.9678837052062205, 2.4784293174743652]
['UV', 46, 'CV', 66, 'diff', 'link', 'V1', 'V2', 0.9906542056074766, 0.158491849899292]
['UV', 32, 'CV', 239, 'addr2line', 'env', 'V3', 'V0', 0.9973392461197339, 0.5124444961547852]
['CV', 330, 'BV', 35, 'csplit', 'libvlccore.so', 'V1', 'V2', 0.9871738168951791, 4.845328330993652]
['UV', 9, 'CV', 232, 'readelf', 'readlink', 'V2', 'V0', 0.9917501473187978, 0.2060086727142334]
['BV', 14, 'CV', 22, 'openssl', 'kill', 'V3', 'V2', 0.9983673469387755, 1.6075761318206787]
['CV', 44, 'UV', 62, 'true', 'ar', 'V2', 'V1', 0.9834943639291466, 0.7404632568359375]
['BV', 5, 'CV', 52, 'libvlccore.so', 'logname', 'V0', 'V2', 0.9992041384799045, 1.1723976135253906]
['CV', 201, 'BV', 13, 'expr', 'cp', 'V0', 'V2', 0.8814814814814815, 0.2781214714050293]
['BV', 67, 'CV', 289, 'cluster', 'chown', 'V0', 'V1', 0.9664378337147216, 0.31452155113220215]
['BV', 6, 'CV', 126, 'libvlc.so', 'whoami', 'V0', 'V3', 0.9915662650602409, 0.31522274017333984]
['CV', 271, 'BV', 67, 'ptx', 'cluster', 'V1', 'V0', 0.9541884816753927, 0.46323633193969727]
['CV', 31, 'UV', 42, 'sha1sum', 'diff', 'V2', 'V3', 0.901840490797546, 0.17879104614257812]
['BV', 38, 'CV', 137, 'ruby', 'cksum', 'V2', 'V3', 0.9927007299270073, 0.013556718826293945]
['UV', 32, 'CV', 14, 'addr2line', 'dirname', 'V3', 'V2', 0.9960604070912672, 0.7093839645385742]
['UV', 2, 'CV', 251, 'find', 'nl', 'V2', 'V0', 0.9801151229722658, 0.5283608436584473]
['UV', 32, 'CV', 255, 'addr2line', 'sleep', 'V3', 'V0', 0.9964640883977901, 0.5732579231262207]
['CV', 264, 'UV', 5, 'test', 'diff', 'V1', 'V2', 0.9094269870609981, 0.14165663719177246]
['CV', 144, 'UV', 45, 'who', 'cmp', 'V3', 'V1', 0.9027552674230146, 0.08528614044189453]
['CV', 285, 'BV', 59, 'factor', 'make', 'V1', 'V1', 0.9742446755819713, 0.2940101623535156]
['CV', 61, 'UV', 38, 'ginstall', 'xargs', 'V2', 'V3', 0.9617391304347827, 0.33225131034851074]
['BV', 56, 'CV', 236, 'ssh', 'unexpand', 'V3', 'V0', 0.9981504315659679, 0.8610868453979492]
['BV', 9, 'CV', 80, 'dot', 'uniq', 'V2', 'V2', 0.993993993993994, 0.030269861221313477]
['BV', 53, 'CV', 94, 'ssh', 'dir', 'V2', 'V3', 0.9940700028926815, 7.837676525115967]
['CV', 221, 'UV', 37, 'od', 'locate', 'V0', 'V3', 0.9736842105263158, 0.22313308715820312]
['CV', 205, 'UV', 67, 'sha1sum', 'cmp', 'V0', 'V0', 0.8980891719745223, 0.05369448661804199]
['CV', 182, 'BV', 78, 'du', 'make', 'V0', 'V2', 0.9565217391304348, 0.6957986354827881]
['UV', 56, 'CV', 107, 'c++filt', 'tee', 'V1', 'V3', 0.9966365356317006, 1.0687756538391113]
['BV', 30, 'UV', 84, 'bash', 'ar', 'V0', 'V0', 0.9800183038438072, 27.404831409454346]
['CV', 102, 'BV', 7, 'uptime', 'libSDL2-2.0.so', 'V3', 'V0', 0.9708874079270431, 2.00022029876709]
['CV', 283, 'UV', 10, 'kill', 'as', 'V1', 'V2', 0.9834912043301759, 1.065824031829834]
['BV', 23, 'CV', 152, 'diff', 'env', 'V3', 'V3', 0.9795744680851064, 0.18827128410339355]
['UV', 85, 'CV', 171, 'elfedit', 'rmdir', 'V0', 'V3', 0.9735849056603774, 0.08308148384094238]
['CV', 211, 'BV', 32, 'seq', 'perl', 'V0', 'V0', 0.9918382841415962, 1.3422698974609375]
['CV', 186, 'UV', 49, 'stty', 'xargs', 'V0', 'V1', 0.898635477582846, 0.05752682685852051]
['UV', 50, 'CV', 17, 'find', 'mkfifo', 'V1', 'V2', 0.9950738916256158, 0.21581721305847168]
['BV', 26, 'UV', 81, 'geany', 'ld', 'V2', 'V0', 0.9969791703256173, 109.70199608802795]
['BV', 57, 'CV', 26, 'svn', 'date', 'V2', 'V2', 0.9901654000894055, 0.5912718772888184]
['CV', 100, 'UV', 28, 'join', 'strings', 'V3', 'V3', 0.9672062224090814, 1.4415805339813232]
['UV', 79, 'CV', 89, 'strings', 'unlink', 'V0', 'V3', 0.9968937208786333, 0.7820761203765869]
['UV', 83, 'CV', 257, 'addr2line', 'tac', 'V0', 'V0', 0.9933263816475495, 1.598707675933838]
['CV', 318, 'BV', 2, 'who', 'cmp', 'V1', 'V1', 0.8917835671342685, 0.05931520462036133]
['UV', 0, 'CV', 341, 'locate', 'uniq', 'V2', 'V1', 0.9561643835616438, 0.09523534774780273]
['BV', 37, 'CV', 59, 'geany', 'head', 'V1', 'V2', 0.9991585639491398, 4.551924228668213]
['CV', 132, 'BV', 11, 'cp', 'bash', 'V3', 'V1', 0.9676178911151588, 5.9693825244903564]
['UV', 17, 'CV', 69, 'addr2line', 'csplit', 'V2', 'V2', 0.99176147508827, 2.151860475540161]
['BV', 59, 'CV', 194, 'make', 'tee', 'V1', 'V0', 0.9950396825396826, 0.26940035820007324]
['CV', 210, 'UV', 28, 'chroot', 'strings', 'V0', 'V3', 0.9804270462633452, 0.5974764823913574]
['UV', 50, 'CV', 23, 'find', 'wc', 'V1', 'V2', 0.9893679858239811, 0.3017585277557373]
['CV', 101, 'BV', 52, 'dirname', 'libSDL2-2.0.so', 'V3', 'V2', 0.983195449844881, 1.9209723472595215]
['CV', 346, 'BV', 17, 'mknod', 'codeblocks', 'V1', 'V2', 0.996823783509084, 3.0805468559265137]
